shed_max,algo,srand,maxeval,numevals,ret,topt,fopt,Δfopt_rel,lcoe_opt,shed_rate_opt,xopt_gen,xopt_sto,xopt_pv,xopt_wind
0.0,GN_CRS2_LM,10,30,30,MAXEVAL_REACHED,0.007666289,0.2477244419831452,-0.7104667307194409,0.2477244419831452,0.0,1861.28,5449.36,1545.05,2566.47
0.0,GN_AGS,1,30,30,MAXEVAL_REACHED,0.007456058,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,2,30,30,MAXEVAL_REACHED,0.00591169,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,3,30,30,MAXEVAL_REACHED,0.006685774,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,4,30,30,MAXEVAL_REACHED,0.005591747,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,5,30,30,MAXEVAL_REACHED,0.00644714,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,6,30,30,MAXEVAL_REACHED,0.005349581,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,7,30,30,MAXEVAL_REACHED,0.006334915,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,8,30,30,MAXEVAL_REACHED,0.006553487,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,9,30,30,MAXEVAL_REACHED,0.005281644,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,10,30,30,MAXEVAL_REACHED,0.006560171,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_ISRES,1,30,30,MAXEVAL_REACHED,0.005211449,0.361522306748878,-0.12864768482521977,0.361522306748878,0.0,1544.24,15756.03,12146.02,1060.65
0.0,GN_ISRES,2,30,30,MAXEVAL_REACHED,0.006272132,0.30155948575629843,-0.34254117650231664,0.30155948575629843,0.0,1992.91,1925.09,5348.01,356.74
0.0,GN_ISRES,3,30,30,MAXEVAL_REACHED,0.005290482,0.26489087916237175,-0.5566294231494661,0.26489087916237175,0.0,1829.11,15299.72,2144.62,1768.82
0.0,GN_ISRES,4,30,30,MAXEVAL_REACHED,0.00608878,0.32464405576995975,-0.24736903878229158,0.32464405576995975,0.0,1731.81,14697.51,10168.8,722.59
0.0,GN_ISRES,5,30,30,MAXEVAL_REACHED,0.007008462,0.23952857537551936,-0.808978575977187,0.23952857537551936,0.0,1966.93,3216.24,415.89,1745.88
0.0,GN_ISRES,6,30,30,MAXEVAL_REACHED,0.005642437,0.30875665612550773,-0.3105726769917461,0.30875665612550773,0.0,1920.07,6005.39,4330.28,3435.1
0.0,GN_ISRES,7,30,30,MAXEVAL_REACHED,0.006947807,0.2787570000004729,-0.4628800423116067,0.2787570000004729,0.0,1957.18,11657.34,907.85,2636.06
0.0,GN_ISRES,8,30,30,MAXEVAL_REACHED,0.005402112,0.3415758043487756,-0.18881378012359798,0.3415758043487756,0.0,1774.45,3472.2,5096.69,4060.99
0.0,GN_ISRES,9,30,30,MAXEVAL_REACHED,0.006489511,0.25997107707835554,-0.5954390027378608,0.25997107707835554,0.0,1627.55,2775.69,2369.13,3012.15
0.0,GN_ISRES,10,30,30,MAXEVAL_REACHED,0.005374402,0.2477244419831452,-0.7104667307194409,0.2477244419831452,0.0,1861.28,5449.36,1545.05,2566.47
0.0,GN_ESCH,1,30,30,MAXEVAL_REACHED,0.006479144,0.24160023399860223,-0.7818901514843031,0.24160023399860223,0.0,1933.05,9702.12,2839.37,1856.97
0.0,GN_ESCH,2,30,30,MAXEVAL_REACHED,0.006774066,2.1739194156682435,0.9770288052202363,0.34449997309106734,1.8294194425771762e-5,1590.48,927.19,8900.99,197.7
0.0,GN_ESCH,3,30,30,MAXEVAL_REACHED,0.005328183,0.25341753758269636,-0.6531917905258522,0.25341753758269636,0.0,1610.13,13587.62,4100.48,1120.23
0.0,GN_ESCH,4,30,30,MAXEVAL_REACHED,0.006510334,0.3082101488821759,-0.3129192980840503,0.3082101488821759,0.0,1625.58,784.64,9322.76,1243.69
0.0,GN_ESCH,5,30,30,MAXEVAL_REACHED,0.005375759,0.4260453823864465,0.023177100205521762,0.4260453823864465,0.0,1897.74,14596.8,11317.19,2799.27
0.0,GN_ESCH,6,30,30,MAXEVAL_REACHED,0.006563784,0.5180885088607319,0.1757265780533983,0.5180885088607319,0.0,1524.35,11296.36,9935.3,5459.25
0.0,GN_ESCH,7,30,30,MAXEVAL_REACHED,0.005313247,0.2885358541466451,-0.40714792026102353,0.2885358541466451,0.0,1664.2,11180.47,8358.21,672.21
0.0,GN_ESCH,8,30,30,MAXEVAL_REACHED,0.00641463,9.108560824043426,1.6327668609434596,0.4060257308944152,8.702535093149011e-5,1555.69,392.71,12764.64,63.11
0.0,GN_ESCH,9,30,30,MAXEVAL_REACHED,0.006564422,0.33245857388849837,-0.21936032218378942,0.33245857388849837,0.0,1811.0,8861.66,1173.72,473.1
0.0,GN_ESCH,10,30,30,MAXEVAL_REACHED,0.005338663,0.3496046458197236,-0.16358519495474427,0.3496046458197236,0.0,1570.58,768.39,2080.61,5134.49
0.0,LN_SBPLX,1,30,30,MAXEVAL_REACHED,0.006584793,0.29121459135684186,-0.39305138803656126,0.29121459135684186,0.0,2048.4,7553.54,5338.6,118.14
0.0,LN_SBPLX,2,30,30,MAXEVAL_REACHED,0.005310105,0.24744551692686317,-0.7134766853991579,0.24744551692686317,0.0,1775.55,13210.11,2580.5,1319.3
0.0,LN_SBPLX,3,30,30,MAXEVAL_REACHED,0.007024697,0.6745412558744552,0.35282144329402715,0.6745412558744552,0.0,1468.04,1150.93,13786.3,8279.73
0.0,LN_SBPLX,4,30,30,MAXEVAL_REACHED,0.005583056,0.5449032845541797,0.21167270903901464,0.5449032845541797,0.0,1462.07,0.0,17070.0,4539.36
0.0,LN_SBPLX,5,30,30,MAXEVAL_REACHED,0.006658403,0.5044756773705971,0.15627233715846023,0.5044756773705971,0.0,1462.47,0.0,3010.44,8091.95
0.0,LN_SBPLX,6,30,30,MAXEVAL_REACHED,0.006018433,0.2430520420086658,-0.7638658839123772,0.2430520420086658,0.0,2048.4,11200.93,2638.64,1146.51
0.0,LN_SBPLX,7,30,30,MAXEVAL_REACHED,0.005023849,0.21286474329185098,-1.5743566881755446,0.21286474329185098,0.0,1664.2,4929.56,2646.35,1207.88
0.0,LN_SBPLX,8,30,30,MAXEVAL_REACHED,0.00663528,319.57929152516385,3.1876140493281264,0.8188987105436053,0.0031876039281462025,186.57,17070.0,17070.0,8535.0
0.0,LN_SBPLX,9,30,30,MAXEVAL_REACHED,0.005170708,0.2145322516256194,-1.4598071483254451,0.2145322516256194,0.0,1845.77,4520.86,2241.62,1327.28
0.0,LN_SBPLX,10,30,30,MAXEVAL_REACHED,0.006063773,0.21419061314020504,-1.4809420444709265,0.21419061314020504,0.0,1700.78,5198.91,2940.74,1224.32
0.0,LN_NELDERMEAD,1,30,30,MAXEVAL_REACHED,0.004885831,0.31687743617259595,-0.2771194486614743,0.31687743617259595,0.0,1824.26,15893.67,4679.97,177.13
0.0,LN_NELDERMEAD,2,30,30,MAXEVAL_REACHED,0.006271299,0.28687406167157264,-0.4161285935105356,0.28687406167157264,0.0,1922.69,9842.54,1.0,1323.81
0.0,LN_NELDERMEAD,3,30,30,MAXEVAL_REACHED,0.006407047,0.5193801176922777,0.1775279567214304,0.5193801176922777,0.0,1963.79,17070.0,1.0,7369.51
0.0,LN_NELDERMEAD,4,30,30,MAXEVAL_REACHED,0.004949996,0.36707547609932484,-0.11328086059181963,0.36707547609932484,0.0,1774.96,16969.26,11220.31,0.0
0.0,LN_NELDERMEAD,5,30,30,MAXEVAL_REACHED,0.006270516,0.2976915050890745,-0.3607464795875673,0.2976915050890745,0.0,1773.23,16359.08,1.0,1789.67
0.0,LN_NELDERMEAD,6,30,30,MAXEVAL_REACHED,0.004953414,0.2340355323440182,-0.8902412540696343,0.2340355323440182,0.0,1909.07,8931.2,3149.87,1012.58
0.0,LN_NELDERMEAD,7,30,30,MAXEVAL_REACHED,0.006102541,0.21326876101511724,-1.5437057962480725,0.21326876101511724,0.0,1656.55,4843.41,3001.77,1210.22
0.0,LN_NELDERMEAD,8,30,30,MAXEVAL_REACHED,0.00574173,0.7874535236026114,0.4468303995595812,0.7874535236026114,0.0,1604.12,17070.0,17070.0,7871.44
0.0,LN_NELDERMEAD,9,30,30,MAXEVAL_REACHED,0.007152047,0.217393122268444,-1.3143741021933666,0.217393122268444,0.0,1999.25,3496.45,2592.59,1411.39
0.0,LN_NELDERMEAD,10,30,30,MAXEVAL_REACHED,0.006056831,0.446907129188806,0.06274482692120091,0.446907129188806,0.0,1425.72,16502.56,17070.0,1250.27
0.0,GN_DIRECT,1,50,50,MAXEVAL_REACHED,0.008723459,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,2,50,50,MAXEVAL_REACHED,0.008818648,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,3,50,50,MAXEVAL_REACHED,0.009906785,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,4,50,50,MAXEVAL_REACHED,0.00977376,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,5,50,50,MAXEVAL_REACHED,0.009807405,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,6,50,50,MAXEVAL_REACHED,0.009724937,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,7,50,50,MAXEVAL_REACHED,0.009572388,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,8,50,50,MAXEVAL_REACHED,0.009544383,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,9,50,50,MAXEVAL_REACHED,0.009629648,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_DIRECT,10,50,50,MAXEVAL_REACHED,0.010604462,0.21134878847642224,-1.7136503819053603,0.21134878847642224,0.0,1707.0,2845.0,2213.65,1422.5
0.0,GN_CRS2_LM,1,50,50,MAXEVAL_REACHED,0.010185246,0.361522306748878,-0.12864768482521977,0.361522306748878,0.0,1544.24,15756.03,12146.02,1060.65
0.0,GN_CRS2_LM,2,50,50,MAXEVAL_REACHED,0.010230276,0.28445359834780654,-0.429550755788315,0.28445359834780654,0.0,1731.13,16873.86,835.13,1981.13
0.0,GN_CRS2_LM,3,50,50,MAXEVAL_REACHED,0.009594547,0.2402530023263361,-0.7993128839362869,0.2402530023263361,0.0,1990.28,6276.69,3499.12,2053.27
0.0,GN_CRS2_LM,4,50,50,MAXEVAL_REACHED,0.009954169,0.31083553486836885,-0.30176036594805933,0.31083553486836885,0.0,1475.77,9421.38,3089.89,3495.86
0.0,GN_CRS2_LM,5,50,50,MAXEVAL_REACHED,0.009835639,0.22829747807990197,-0.9953400297555465,0.22829747807990197,0.0,1665.7,4510.55,1083.19,2066.39
0.0,GN_CRS2_LM,6,50,50,MAXEVAL_REACHED,0.009929839,0.27842936732458884,-0.46487699111722874,0.27842936732458884,0.0,1975.54,11198.39,5068.12,506.43
0.0,GN_CRS2_LM,7,50,50,MAXEVAL_REACHED,0.009548533,0.2608518465035247,-0.5882313474250134,0.2608518465035247,0.0,1654.84,764.16,141.25,3086.4
0.0,GN_CRS2_LM,8,50,50,MAXEVAL_REACHED,0.008864393,0.2793980516218054,-0.4589991397651318,0.2793980516218054,0.0,1798.28,8133.98,6275.06,2053.95
0.0,GN_CRS2_LM,9,50,50,MAXEVAL_REACHED,0.011496686,0.25997107707835554,-0.5954390027378608,0.25997107707835554,0.0,1627.55,2775.69,2369.13,3012.15
0.0,GN_CRS2_LM,10,50,50,MAXEVAL_REACHED,0.012810218,0.2477244419831452,-0.7104667307194409,0.2477244419831452,0.0,1861.28,5449.36,1545.05,2566.47
0.0,GN_AGS,1,50,50,MAXEVAL_REACHED,0.01057751,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,2,50,50,MAXEVAL_REACHED,0.01051175,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,3,50,50,MAXEVAL_REACHED,0.009999071,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,4,50,50,MAXEVAL_REACHED,0.009864773,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,5,50,50,MAXEVAL_REACHED,0.009731904,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,6,50,50,MAXEVAL_REACHED,0.009867721,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,7,50,50,MAXEVAL_REACHED,0.010271244,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,8,50,50,MAXEVAL_REACHED,0.015184851,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,9,50,50,MAXEVAL_REACHED,0.013271276,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_AGS,10,50,50,MAXEVAL_REACHED,0.012151769,0.24401843466828702,-0.7522698315533523,0.24401843466828702,0.0,2048.15,2131.67,4266.17,1065.83
0.0,GN_ISRES,1,50,50,MAXEVAL_REACHED,0.011910869,0.361522306748878,-0.12864768482521977,0.361522306748878,0.0,1544.24,15756.03,12146.02,1060.65
0.0,GN_ISRES,2,50,50,MAXEVAL_REACHED,0.0107145,0.28445359834780654,-0.429550755788315,0.28445359834780654,0.0,1731.13,16873.86,835.13,1981.13
0.0,GN_ISRES,3,50,50,MAXEVAL_REACHED,0.010994404,0.2402530023263361,-0.7993128839362869,0.2402530023263361,0.0,1990.28,6276.69,3499.12,2053.27
0.0,GN_ISRES,4,50,50,MAXEVAL_REACHED,0.010150727,0.31083553486836885,-0.30176036594805933,0.31083553486836885,0.0,1475.77,9421.38,3089.89,3495.86
0.0,GN_ISRES,5,50,50,MAXEVAL_REACHED,0.009099106,0.22829747807990197,-0.9953400297555465,0.22829747807990197,0.0,1665.7,4510.55,1083.19,2066.39
0.0,GN_ISRES,6,50,50,MAXEVAL_REACHED,0.009129389,0.27842936732458884,-0.46487699111722874,0.27842936732458884,0.0,1975.54,11198.39,5068.12,506.43
0.0,GN_ISRES,7,50,50,MAXEVAL_REACHED,0.01015157,0.2608518465035247,-0.5882313474250134,0.2608518465035247,0.0,1654.84,764.16,141.25,3086.4
0.0,GN_ISRES,8,50,50,MAXEVAL_REACHED,0.010459174,0.2793980516218054,-0.4589991397651318,0.2793980516218054,0.0,1798.28,8133.98,6275.06,2053.95
0.0,GN_ISRES,9,50,50,MAXEVAL_REACHED,0.010552885,0.25997107707835554,-0.5954390027378608,0.25997107707835554,0.0,1627.55,2775.69,2369.13,3012.15
0.0,GN_ISRES,10,50,50,MAXEVAL_REACHED,0.010477496,0.2477244419831452,-0.7104667307194409,0.2477244419831452,0.0,1861.28,5449.36,1545.05,2566.47
0.0,GN_ESCH,1,50,50,MAXEVAL_REACHED,0.010293567,0.24160023399860223,-0.7818901514843031,0.24160023399860223,0.0,1933.05,9702.12,2839.37,1856.97
0.0,GN_ESCH,2,50,50,MAXEVAL_REACHED,0.010151027,0.34850291976510617,-0.1669615451459185,0.34850291976510617,0.0,1590.48,8157.11,584.5,4766.58
0.0,GN_ESCH,3,50,50,MAXEVAL_REACHED,0.009798976,0.25341753758269636,-0.6531917905258522,0.25341753758269636,0.0,1610.13,13587.62,4100.48,1120.23
0.0,GN_ESCH,4,50,50,MAXEVAL_REACHED,0.010125441,0.3082101488821759,-0.3129192980840503,0.3082101488821759,0.0,1625.58,784.64,9322.76,1243.69
0.0,GN_ESCH,5,50,50,MAXEVAL_REACHED,0.010150141,0.2157980613683687,-1.3894027910522786,0.2157980613683687,0.0,1770.52,3507.7,2980.17,1269.44
0.0,GN_ESCH,6,50,50,MAXEVAL_REACHED,0.0103964,0.3241197333673517,-0.24931458454639607,0.3241197333673517,0.0,1775.46,1799.24,9547.06,749.78
0.0,GN_ESCH,7,50,50,MAXEVAL_REACHED,0.010600277,0.2885358541466451,-0.40714792026102353,0.2885358541466451,0.0,1664.2,11180.47,8358.21,672.21
0.0,GN_ESCH,8,50,50,MAXEVAL_REACHED,0.011106303,1.7507637588422207,0.8718025082125552,0.47547943657857694,1.2752843222636436e-5,1416.86,184.65,10257.03,5323.09
0.0,GN_ESCH,9,50,50,MAXEVAL_REACHED,0.011154427,0.33245857388849837,-0.21936032218378942,0.33245857388849837,0.0,1811.0,8861.66,1173.72,473.1
0.0,GN_ESCH,10,50,50,MAXEVAL_REACHED,0.011683398,0.3496046458197236,-0.16358519495474427,0.3496046458197236,0.0,1570.58,768.39,2080.61,5134.49
0.0,LN_SBPLX,1,50,50,MAXEVAL_REACHED,0.010107183,0.2735246669140761,-0.4959241724902129,0.2735246669140761,0.0,1653.07,7387.0,5338.6,245.59
0.0,LN_SBPLX,2,50,50,MAXEVAL_REACHED,0.008895584,0.21743422927294284,-1.3126019331936285,0.21743422927294284,0.0,1775.55,2233.54,2765.53,1452.32
0.0,LN_SBPLX,3,50,50,MAXEVAL_REACHED,0.009774342,0.6736253830780407,0.35196924367679394,0.6736253830780407,0.0,1424.23,590.08,13786.3,8279.73
0.0,LN_SBPLX,4,50,50,MAXEVAL_REACHED,0.011140146,0.4300911429670987,0.031137563703859734,0.409941518052435,2.0149624914663707e-7,1462.07,0.0,9412.69,4131.2
0.0,LN_SBPLX,5,50,50,MAXEVAL_REACHED,0.010795211,0.3202084192071402,-0.26410959851590093,0.3202084192071402,0.0,1462.47,0.0,2835.42,4234.3
0.0,LN_SBPLX,6,50,50,MAXEVAL_REACHED,0.009488197,0.22026519951461798,-1.205239512398182,0.22026519951461798,0.0,2048.4,5698.67,2141.94,1372.62
0.0,LN_SBPLX,7,50,50,MAXEVAL_REACHED,0.009606076,0.21028287259006748,-1.847885109256802,0.21028287259006748,0.0,1605.29,3861.68,2646.35,1343.91
0.0,LN_SBPLX,8,50,48,XTOL_REACHED,0.012090933,319.424418405635,3.1874033957173205,0.818898710855035,0.0031860551969478,186.85,17070.0,17070.0,8535.0
0.0,LN_SBPLX,9,50,50,MAXEVAL_REACHED,0.010614026,0.21412904864915744,-1.4848624650662516,0.21412904864915744,0.0,1845.77,4520.86,2306.6,1436.85
0.0,LN_SBPLX,10,50,50,MAXEVAL_REACHED,0.010653214,0.21246208777225112,-1.6072206799920945,0.21246208777225112,0.0,1700.78,3206.16,2179.97,1224.32
0.0,LN_NELDERMEAD,1,50,50,MAXEVAL_REACHED,0.009638538,0.30852753910279784,-0.3115549283897935,0.30852753910279784,0.0,1712.84,14960.46,6036.01,241.54
0.0,LN_NELDERMEAD,2,50,50,MAXEVAL_REACHED,0.010333476,0.26736191222785444,-0.5383716131994123,0.26736191222785444,0.0,1858.96,10259.66,131.96,1844.3
0.0,LN_NELDERMEAD,3,50,50,MAXEVAL_REACHED,0.010072884,0.3060853614460866,-0.3221652396669645,0.3060853614460866,0.0,1877.42,17070.0,1.0,1658.51
0.0,LN_NELDERMEAD,4,50,50,MAXEVAL_REACHED,0.009599369,0.33026227730975294,-0.22705149923218287,0.33026227730975294,0.0,1750.76,16900.9,4973.87,0.0
0.0,LN_NELDERMEAD,5,50,50,MAXEVAL_REACHED,0.010732287,0.2976915050890745,-0.3607464795875673,0.2976915050890745,0.0,1773.23,16359.08,1.0,1789.67
0.0,LN_NELDERMEAD,6,50,50,MAXEVAL_REACHED,0.009822789,0.21217409529046014,-1.632351594029903,0.21217409529046014,0.0,1764.08,2846.46,1977.04,1463.91
0.0,LN_NELDERMEAD,7,50,50,MAXEVAL_REACHED,0.010194871,0.20920751123943404,-2.045378285701676,0.20920751123943404,0.0,1577.5,2659.65,1806.32,1276.54
0.0,LN_NELDERMEAD,8,50,50,MAXEVAL_REACHED,0.011438645,0.433521072747257,0.03777387686404441,0.433521072747257,0.0,1770.04,17070.0,17070.0,0.0
0.0,LN_NELDERMEAD,9,50,50,MAXEVAL_REACHED,0.010310606,0.21476444233348982,-1.4460085176858701,0.21476444233348982,0.0,1895.42,3563.45,2075.47,1464.82
0.0,LN_NELDERMEAD,10,50,50,MAXEVAL_REACHED,0.010289047,0.420358689319404,0.011735346541873349,0.420358689319404,0.0,1455.12,16072.93,17070.0,511.21
0.0,GN_DIRECT,1,70,70,MAXEVAL_REACHED,0.016022089,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,2,70,70,MAXEVAL_REACHED,0.014056942,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,3,70,70,MAXEVAL_REACHED,0.014010793,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,4,70,70,MAXEVAL_REACHED,0.014854207,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,5,70,70,MAXEVAL_REACHED,0.013661752,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,6,70,70,MAXEVAL_REACHED,0.016146886,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,7,70,70,MAXEVAL_REACHED,0.016285358,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,8,70,70,MAXEVAL_REACHED,0.01519755,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,9,70,70,MAXEVAL_REACHED,0.015363822,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_DIRECT,10,70,70,MAXEVAL_REACHED,0.014894013,0.20969484873171654,-1.9446870240854865,0.20969484873171654,0.0,1631.13,3477.22,2213.65,1422.5
0.0,GN_CRS2_LM,1,70,78,MAXEVAL_REACHED,0.015819331,0.29794216927069084,-0.35954327741263237,0.29794216927069084,0.0,2048.4,6558.73,4278.14,0.0
0.0,GN_CRS2_LM,2,70,84,MAXEVAL_REACHED,0.018715114,0.2553754457862523,-0.6351192951667209,0.2553754457862523,0.0,2048.4,5189.13,1.0,1840.43
0.0,GN_CRS2_LM,3,70,92,MAXEVAL_REACHED,0.021379097,0.2402530023263361,-0.7993128839362869,0.2402530023263361,0.0,1990.28,6276.69,3499.12,2053.27
0.0,GN_CRS2_LM,4,70,101,MAXEVAL_REACHED,0.022825908,0.24796505190514553,-0.7078868994809651,0.24796505190514553,0.0,2048.4,1905.28,1.0,1802.96
